v1,v2
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,lets catch up ovr ☕ this weekend!
spam,AcT FAssst! l1mITeD tIME d>!sCOUNt on sUB$CrIptiOn.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Claim ur fre coupons worth $3147 2dayyy.
ham,DonT  ForgEt  tO  BrinG  thE  DocsS  FoR  meEtIn.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,R we meetin at 3 pm 2day?
spam,Congratulations!!!  You'vvve  won  a  $1652  g!ft  card.  ClAim  n0w!!!
ham,lets catch up ovr ☕ this weekend!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Work frm home in 1783 hrz/week & earn $$$ fast!
spam,AcT FasSSt! L1mitED TIMe D!sCoUnt ON SuB$cRIPtioN.
spam,L0an  pre-appr0ve%d  ✔✔  applly  fasttt.
spam,wORK frm HomE in 2915 HRz/weEk & eaRn $$$ FAst!
ham,Did u finish that assignmnt 4 tmrw?
ham,DONT forgET to BriNG The DOcss foR MeetIn.
ham,plzz send# me the report by eve.
ham,See yA AT thE GyM l8eR tOdAY 💪.
ham,lets catch up ovr ☕ this weekend!
ham,gmorning! hope u hv a productive day.
ham,R wE meETiN aT 11 pM 2dAY?
ham,LeTs cATch up oVr ☕ thiS weeKEnD!
ham,gmorning! hope u hv a productive day.
spam,EXCLUSIVE offer!!! Buy 1 ;get 1 fr33 on all prodductz.
spam,CONgRaTULATioNS!!! You'VVVE WoN a $3640 g!FT CarD. CLaim n0W!!!
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,sEE ya at THE gYM l8(Er toDAY 💪.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,WoRk  FRm  HomE  IN  1050  HRz/Week  &  eArn  $$$  fASt!
ham,dont forget to bring ~the docss for meetin.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,See ya a&t the gym l8er today 💪.
spam,Congratulations!!!  You'vvve  won  !a  $3436  g!ft  card.  ClAim  n0w!!!
ham,leTs  CATch  uP  ovr  ☕  THis  weEkend!
spam,Work frm home in 623 hrz/week & earn $$$ fast!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,r  we  MeetIn  At  4  pM  2dAY?
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
spam,URGENT!!  Y^our  acc0unt  haz  been  compr0mised...  ver1fy  imm3diately.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,See ya at the gym l8er today 💪.
ham,did u FInISh that aSSIGnMNt 4 TmrW?
spam,Work frm home in 1754 hrz/week & earn $$$ fast!
ham,"Hey, are we still on for lunch 2morrow?"
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,gmorning! hope u hv a productive day.
ham,R We mEETIn At 11 pm 2dAY?
ham,gmorning! hope} u hv a productive day.
ham,Did u finish that assignmnt 4 tmrw?
ham,"sEe  ya  at  ThE  GYm  L8er  tOd""aY  💪."
spam,Work frm home in 1579 hrz/week & e^arn $$$ fast!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,COn-GratULatiOns!!! yOU'vvve WON a $1336 G!ft Card. CLaIM n0w!!!
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,SeE ya AT The gyM L8er ToDay 💪.
ham,leTS cATCh Up Ovr ☕ thiS weekeNd!
ham,gmoRNiNG! HOpE u HV A pRoDuCTiVE DAY.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,dont forget t|o bring the docss for meetin.
ham,plzz send me the report by eve.
ham,See ya at the gym l8er today 💪.
ham,r we mEEtIN at 2 PM 2DaY?
ham,See ya at the gym l8er today 💪.
spam,WORk fR'm HoMe iN 4571 hRz/WeEK & earn $$$ FaST!
spam,act fAsSST! L1MITed tiMe D!ScOuNT ON suB$cRIptIOn.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,Did u finish that assignmnt 4 tmrw?
ham,Did u finish that assignmnt 4 tmrw?
ham,PlZz  seNd  me  thE  rePoRT  bY  Eve.
ham,See ya at the gym l8er today 💪.
ham,lets catch up ovr ☕ this weekend!
ham,PLZZ Send {mE THE rePoRt BY evE.
ham,R we meetin at 1 /pm 2day?
ham,plzz send me the report by eve.
ham,"h;Ey,  aRE  we  StILL  on  fOR  lUNCH  2mOrRow?"
ham,"hEy, Are wE STilL ON FOr lUNCH 2MOrROw?"
ham,gmorning! hope u hv a productive day.
ham,R  we  meetin  at  7  pm  2day?
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,R we m=eetin at 1 pm 2day?
spam,W\in ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,Did u FiNIsH thaT AssiGNmnt 4 TMRW?
ham,R  we:  meetin  at  5  pm  2day?
spam,l0an pRE-APpr0VeD ✔✔ ApPlLy FastTt.
ham,R we MEETIN at 7 pM 2DAY?
ham,letS  catcH  uP  Ovr  ☕  THiS  WeE(KEnd!
ham,Did u finish that assignmnt 4 tmrw?
ham,happy  bDAyYy!  `🎂  HV  a  GR8  dAy.
ham,gmoRNINg!  HoPE  U  hv  a  prOdUcTIvE  DAy.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,gmorning! hope u hv a productive day.
spam,yOU hV BEEn S3LECted fOR a Fr33 vaCAT!ON. CaLL n0w!
ham,See  ya  at  the  gym  l8er  today  💪.
spam,clai%m Ur frE CoupONS WOrTH $1735 2dayYY.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Ha(ppy bdayyy! 🎂 hv a gr8 day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Claim  ur  fre  coupons  worth  $415  2dayy-y.
spam,Congratulations!!!  You'vvve  won  a  $1319  g!ft  card.  ClAim  n0w!!!
spam,L0an  prE-appr0veD  ✔✔#  aPPLly  fAsttt.
ham,"Hey, are we still on for lunch 2morrow?"
ham,dId U fInISH tHaT ASSIgNmNt 4 tMRw?
spam,l0an PrE-aPPr0VeD ✔✔ aPPLlY FaSTTT.
ham,Did u finish that assignmnt 4 tmrw?
ham,DId u FiNISH thAt ASsiGnMnt 4 TMrw?
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,lets catch up ovr ☕ this weekend!
ham,lets catch up ovr ☕ this weekend!
ham,Did u finish that assignmnt 4 tmrw?
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Congratulations!!! You'vvve won a $4540 g!ft card. ClAim n0w!!!
spam,EXCLUSIV:E offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Work frm home in 1265 hrz/week & earn $$$ fast!
spam,"CoNgra,tUlatIons!!! YOU'vvvE wON A $3690 g!FT cArD. cLaIM n0w!!!"
spam,Win ca$h prizzzes` instantly by ent3ring thiz lucky dr@w!
spam,WiN ca$H priZZzEs InSTANtLY by eNT3rinG ThiZ luckY dR@w!
ham,gmorning! hope u hv a productive day.
spam,L0an prE-Appr0Ved ✔✔ aPplLY FasTtT.
ham,r We MEetIN aT 8 pm 2dAY?
ham,Did u finish that assignmnt 4 tmrw?
spam,l0an pre-appR0VEd ✔✔ aPPLLY FAsTtT.
spam,You  ArE  da  lUCky  wINNeR  of  Our  mEGa  CoNTesT  🎉.
ham,dont forget to bring the docss for meetin.
spam,Claim ur fr$e coupons worth $3858 2dayyy.
ham,dont  forget  to  bring  the  docss  for  meetin.
ham,DoNT FoRGeT TO BrIng tHe dOCSs for MEEtIn.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YOU Are da lucKy wInneR Of our MegA CoNtEST 🎉.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,"Hey, are we still on for lunch 2morrow?"
ham,dont forget to bring the docss for meetin.
spam,Congratulations!!! You'vvve won a $426 g!ft card. ClAim n0w!!!
spam,Act fa/ssst! L1mited time d!scount on sub$cription.
ham,R  we  meetin  at  3  pm  2day?
spam,Cla\im ur fre coupons worth $273 2dayyy.
ham,"HEy, arE We stIlL oN foR lUnCH 2MoRRow?"
ham,gmOrnInG! hOPE U hv A proDUcTivE dAY.
spam,UrGent!!  YOuR  ACc0unT  HAZ  BeeN  COMPR0MIsED...  vEr1fY  iMm3DiatelY.
ham,seE ya At thE gym L8eR %TODAY 💪.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,YOu  aRE  da  luCkY  WINner  OF  Our  MeGa  CoNtEST  🎉.
ham,plzz send me the report by eve.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,"Happy bdayyy! 🎂 hv a"" gr8 day."
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
ham,Happy  bdayyy!  🎂  hv  a  gr8  d-ay.
spam,EXCLUSIVE off#er!!! Buy 1 get 1 fr33 on all prodductz.
ham,See ya at the gym{ l8er today 💪.
spam,act FAsSst! l1MiTeD TIme d!scoUNt ON Sub$CRIpTIOn.
spam,WiN CA$h PRIzzzes INStAntlY BY EnT3Ring THiZ lUCkY dr@w!
spam,uRgeNT!! Your Acc0UNt HaZ beeN CoMPR0MIsed... vEr1Fy IMM3diAtEly.
ham,lets catch up ovr ☕ this weekend!
spam,L0an pre-appr0(ved ✔✔ applly fasttt.
spam,Claim ur fre coupons worth $1508 2dayyy.
spam,Congratul|ations!!! You'vvve won a $613 g!ft card. ClAim n0w!!!
spam,Win Ca$H PrIZZZeS INsTanTly By ENT3rInG thIz LUcky Dr@W!
spam,Work frm home in 939 hrz/week & earn $$$ fast!
spam,Congratulations!!! You'vvve won a $3173 g!ft card. ClAim n0w!!!
ham,gmorni+ng! hope u hv a productive day.
spam,L0an pre-APpr0VED ✔✔ APplLY fastTT.
spam,woRk frm hOmE iN 4305 Hrz/WeeK & earN $$$ fAsT!
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,gMORnIng! hOpe U Hv A PrODUCtivE DAY.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,dID U fINIsh that aSSiGNmNt 4 tmRw?
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,R We mEETIN at 8 Pm 2dAy?
spam,exCLUSiVe oFfER!!! BUy 1 Get 1 fR33 on alL prOdduCtZ.
ham,gmorning! hope u hv a productive day.
ham,dont forget to bring the docss for meetin.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on _all prodductz.
ham,dont forget to bring the docss for meetin.
ham,R we meetin at 7 pm 2day?
ham,gmorning!  hope  u  hv  a  productive  day.
ham,SEe yA aT thE gYm L8eR TodaY 💪.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,PlZz SenD ME ThE ReporT bY eVE.
ham,sEE  Ya  aT  THE  gyM  L8Er  tOdAY  💪.
ham,plzz send me the report by eve.
ham,dONT forgEt to BRInG ThE DoCss FOr MEETiN.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,exCluSIVe OFFER!!! Buy 1 GET 1 fr33 on ALl p(rODDUCTz.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,URgenT!! YOuR AC$c0uNT HAZ bEeN COMpR0Mised... vER1Fy imM3DIaTELY.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,DONt FOrgEt To BRiNg tHE DocsS FoR MEEtin.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,Plzz  SeNd  me  ThE  rEpORt  By  EVE.
ham,Did u finish that assignmnt 4 tmrw?
spam,Clai-m ur fre coupons worth $2889 2dayyy.
spam,L0an pre-appr0ved ✔✔ applly fast(tt.
spam,L0a#n  pre-appr0ved  ✔✔  applly  fasttt.
ham,plzz Se\ND mE THe RepORT BY eVe.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,@seE Ya AT The gym l8ER ToDAY 💪.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
ham,SEE YA at tHE gym l8Er TODAy 💪.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,excLusIVE ofFer!!! BuY 1 gET 1 fr33 on aLl ProddUctZ.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,l0aN prE-APPr0Ved ✔✔ APpLLy fasTTT.
ham,GmORninG! hOpe U hV A prODUCtIvE DAy.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,plzz send me the report by eve.
ham,gmorning! hope u hv a productive day.
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,R we meetin at 4 pm 2day?
ham,gmorning!  hope  u  hv  a  productive  day.
ham,plzz send me the report by eve.
ham,See ya at the gym l8er today 💪.
spam,ACT  fAssst!  L1mited  TimE  d!SCoUNT  on  SUb$CRIpTIon.
ham,R  we  meetin  at  1  pm  2day?
ham,"Hey, are we still on for lunch 2morrow?"
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,LETS cAtCH up Ovr ☕ THis WeeKend!
spam,Work frm home in 143:8 hrz/week & earn $$$ fast!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,"Hey, are we still on for lunch 2morrow?"
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,clAIM  UR  Fre  cOuPoNs  wOrTH  $135  2DayYY.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Did u finish that assignmnt 4 tmrw?
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
ham,R  we  meetin  at  9  pm  2day?
spam,Claim ur fre coupons worth $4118 2dayyy.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,dont  forget  to  bring  the  docss  for  meetin.
ham,gmorning! hope u hv a productive day.
spam,Win Ca$H PrizZzES InsTaNTLy bY enT3RIng thIz LuCKY DR@W!
ham,"Hey, are we still on for lunch 2morrow?"
ham,g_morning! hope u hv a productive day.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,lets catch up ovr ☕ this weekend!
ham,lets catch' up ovr ☕ this weekend!
ham,PlZz  seND  ME  thE  RePort  by  EVe.
spam,L0an  pre-appr0ved  ✔✔  applly  fastt|t.
spam,You hv been s3lected for a *FR33 vacat!on. Call n0w!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Congratulations!!!  You'vvve  won  a  $1745  g!ft  card.  ClAim  n0w!!!
ham,"Hey, are we still on for lunch 2morrow?"
ham,See ya at the gym l8er today 💪.
spam,Congratulations!!! You'vvve} won a $3321 g!ft card. ClAim n0w!!!
ham,lEts CAtCH Up Ovr ☕ This weEkEnD!
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,WORk fRm HOme IN 2014 Hrz/wEek & eARn $$$ FAsT!
spam,Claim ur fre coupons worth $3014 2dayyy.
spam,Congratulations!!! You'vvve won a $951 g!ft card. ClAi%m n0w!!!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,plzz send me the report by eve.
spam,Congratulations!!!  You'vvve  won  a  $4030  g!ft  card.  ClAim  n0w!!!
ham,See  ya  at  the  gym  l8er  today  💪.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
ham,DiD U fINish tHat AsSignMNT 4 tmrw?
ham,plzz send me the report by eve.
ham,LoOKIn FORWaRD 2 OUR TRIp nXt MnTH 🚗.
ham,Happy bdayyy! 🎂 hv a g.r8 day.
ham,"Hey, are we still on for lunch !2morrow?"
spam,Claim ur fre coupons worth $4246 2dayyy.
spam,you hv beeN S3LeCtEd FOR a fr33 vACAt!On. CAll N0W!
spam,Congratulations!!! You'vvve won a $1297 g!ft card. ClAim n0w!!!
spam,Claim ur fre coupons worth $4_826 2dayyy.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,LEtS  CatCh  uP  OVr  ☕  thIs  weekEnd!
ham,"Lookin forward 2 our tri,p nxt mnth 🚗."
spam,Cla\im ur fre coupons worth $1429 2dayyy.
spam,URgENt!! YOur acc0UnT haZ BEen ComPR0mISed... vER1fy Imm3dIAteLY.
spam,ExClUsIVE OFFER!!! buy 1 get 1 fR33 On ALl prODDUCTz.
ham,plzz send me the report by eve.
spam,Claim ur fre coupons worth $2254 2dayyy.
spam,L0AN PRE-AppR0vEd ✔✔ ApPllY FAStTt.
spam,Congratulations!!! You'vvve won a $3032 g!ft card. ClAim n0w!!!
ham,gmorning! hope u hv a productive day.
ham,"HEY,  arE  WE  sTiLl  oN  FOR  lUnCH  2MOrroW?"
ham,seE YA At tHe gym L8eR Today 💪.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,doNT ForGET TO BRing the Docss FoR MEeTiN.
spam,ACt fASsst! L1MiTeD tIme D!SCoUNt ON sUb$CriPtION.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,uRGenT!! YoUR acC0unt Haz been COmpR0mised... VEr1fy IMm3diAtely.
spam,Congratulations!!!  You'vvve  won  a  $580  g!ft  card.  ClAim  n0w!!!
spam,Work  frm  home  in  927  hrz/week  &  earn  $$$  fast!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,lets catch up ovr ☕ this weekend!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,Did u finish that assignmnt 4 tmrw?
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Did u finish that assignmnt 4 tmrw?
ham,Did u finish that assignmnt 4 tmrw?
ham,gmORnINg!  HOpE  u  hv  A  prOductIvE  DaY.
ham,lets catch up ovr ☕ this weekend!
spam,cONgrAtUlATIONS!!! you'VvVe won A $3997 G!.fT caRD. ClAim N0W!!!
spam,Congratulations!!!  You'vvve  won  a  $1531  g!ft  card.  ClAim  n0w!!!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,dONT fORgEt TO Bring tHe docss foR mEeTIN.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Happy  bdayyy!  🎂  hv  *a  gr8  day.
ham,See ya at the gym l8er today 💪.
spam,uRgent!! yOuR Acc0UNT haZ BeEn cOmPR0mIsED... VeR1fy IMM3DiatelY.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
spam,ClaIm ur fRE coupOns Worth +$3242 2DayyY.
ham,Lookin forw`ard 2 our trip nxt mnth 🚗.
ham,"Hey, are we still on for lunch 2mor>row?"
ham,HAPPY  BdayyY!  🎂  HV  a  gr8  day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,WiN cA$H prizZZes InstANTLy bY ent3RiNG tHIZ lUCKy Dr@W!
ham,R We mEetin aT 6 PM 2Day?
spam,uRgeNt!! YoUr ACc0uNT HaZ beeN COmPr0mISEd... VeR1FY iMm3diATELY.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,YoU_ aRe da lucky WINNER of our mega contest 🎉.
spam,uRgeNt!! yoUr AcC0unT haZ bEEN co`MPr0MiSed... VEr1FY iMm3diaTeLy.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on}.  Call  n0w!
ham,Did u finish that assignmnt 4 tmrw?
ham,donT  FORGEt  tO  Bring  THe  DOCsS  fOr  MEeTIN.
ham,dont forget to bring the docss for meetin.
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,lets catch up ovr ☕ this weekend!
spam,Work frm home in 2152 hrz/week & earn $$$ fast!
spam,You hv been s3lected for a FR+33 vacat!on. Call n0w!
ham,Happy bdayyy! 🎂 h'v a gr8 day.
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,Act fassst! L1mited time d!scount. on sub$cription.
ham,plzz send@ me the report by eve.
spam,yoU arE dA LUCKy wINner OF Our MEGA cOntEST 🎉.
ham,hAppy bdAyyy! 🎂 Hv A gR8 daY.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,URGENT!! Your acc0unt haz been compr0mised... ]ver1fy imm3diately.
ham,lOOKIn fOrWarD 2 OUR TRip Nxt mnth 🚗.
ham,Did u finish that assignmnt 4 tmrw?
ham,"Hey, are we still on for lunch 2morrow?"
ham,PLzZ senD ME The rEpOrT By eve.
ham,plzz send me the report by eve.
ham,Did u finish that assignmnt 4 tmrw?
spam,"WOrk frm hoMe In 4083 hRZ/wEeK & EARn ,$$$ FasT!"
spam,uRgENt!! YOur AcC0UNT HAZ bEEn COmpr0MIsed... vER1fy IMM3DiatEly.
ham,Did u{ finish that assignmnt 4 tmrw?
spam,l0An PrE-APPR0ved ✔✔ Applly fASTtt.
ham,gmorning! hope u hv a productive day.
spam,Wo}rk  frm  home  in  3573  hrz/week  &  earn  $$$  fast!
spam,wOrk frM hOME in 1319 hrZ/wEeK & eaRN $$$ FAst!
spam,you HV beEN s3LeCtED F(OR a Fr33 vAcAT!on. CALL n0W!
ham,See ya at the gym l8er today 💪.
ham,"Hey,  are  we  still  on  for  lunch  2morrow?"
spam,Congratulations!!! You'vvve won a $429 g!ft card. ClAim n0w!!!
ham,"Hey, are we still on for lunch 2morrow?"
spam,Claim ur fre coupons worth $1151 2dayyy.
spam,YoU hV BeEn S3leCTed fOR A fr33 VACAT!ON. cALL N0w!
ham,haPpY bdAyYy! 🎂 HV a GR8 DAy.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,L0an pre{-appr0ved ✔✔ applly fasttt.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,DID u FInISH thaT aSSIGNMNT 4 tMrw?
spam,UrGENT!! your acC0UNt HAZ BEEn COmpR0mISed... VEr1FY ImM3diATELy.
ham,leTs cATCh Up oVR ☕ THiS weekeND!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,LOoKIn forWaRD 2 Ou%r TRiP nXt mnth 🚗.
spam,Work frm home in 2130 hrz/week & earn $$$ fast!
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,HapPY BDaYyY! 🎂 hV A GR8 DAY.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Happy bdayyy! 🎂 hv a gr8 da:y.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,Happy} bdayyy! 🎂 hv a gr8 day.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
spam,YOu hv BeEN s3lECTEd For a FR33 vAcAT!On. cAll N0w!
ham,R we meetin at 12 pm 2day?
ham,Did u finish that assignmnt 4 tmrw?
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Claim ur fre coupons worth $3506 2dayyy.
ham,"hey, aRe WE stIll oN for LUNch 2morRow?"
ham,LeTS catcH UP ovr ☕ This wEEkEND!
ham,Di.d  u  finish  that  assignmnt  4  tmrw?
ham,R we meEtiN At #1 pm 2Day?
ham,lets catch up ovr ☕ this weekend!
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,ACT FAsSSt! L1MIted tImE d!sCOUnT $on sub$CRipTIOn.
spam,Work frm home in 1082 hrz/week & earn $$$ fast!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Work frm home in 515 hrz/week & earn $$$ fast!
ham,DoNt FOrGET tO brinG THe dOcSS FOR mEETIn.
ham,dont forget to bring the docss for meetin.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Did u finish that assignmnt 4 tmrw?
ham,"Hey, are we still o[n for lunch 2morrow?"
ham,"HeY, ARE wE sTIll On FOR lUncH 2moRroW?"
spam,YoU aRe da lucky WINNER of our me;ga contest 🎉.
spam,Claim ur fre coupons worth $3062 2dayyy.
ham,dont FORgeT to brINg THe DOCSS FOR mEetiN.
spam,uRgENT!! yoUr ACC0Unt hAz BEeN cOMpR0miSed... Ver1FY iMm3diately.
spam,AcT fASsst! l1mItEd TIme d!scoUnt on sub$cRipTioN.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,Congratu/lations!!! You'vvve won a $2736 g!ft card. ClAim n0w!!!
